Абаза; 39047
Абакан; 3902
Абан; 39163
Абатский; 34556
Абдулино; 35355
Абинск; 86150
Абрамовка; 4964
Авсюнино; 4964
Агаповка; 35140
Агидель; 34731
Агинское; 30239
Агинское; 39142
Агрыз; 85551
Адамовка; 35365
Адлер; 8622
Адыгейск; 87772
Азнакаево; 85592
Азов; 86342
Азово; 38141
Айкино; 82134
Акбулак; 35335
Аксай; 86350
Аксарка; 34993
Аксубаево; 84344
Актаныш; 85552
Акуша; 87260
Акша; 30231
Акъяр; 34758
Алагир; 86731
Алапаевск; 34346
Алатырь; 83531
Алдан; 41145
Алейск; 38553
Александро-Невский; 49158
Александров; 49244
Александров Гай; 84578
Александров-Сахалинский; 424340
Александров-Сахалинский; 42434
Александровка; 35359
Александровск; 34274
Александровское; 86557
Александровское; 38255
Алексеевка; 47234
Алексеевка; 84671
Алексеевская; 84446
Алексеевское; 84341
Алексин; 48753
Аликово; 83535
Алнаши; 34150
Алтайский; 38537
Алферово; 49643
Альменево; 35242
Альметьевск; 8553
Амга; 41142
Амурзет; 42665
Амурск; 42142
Анадырь; 42722
Анапа; 86133
Ангарск; 3955
Андреаполь; 48267
Анжеро-Судженск; 38453
Анива; 42441
Анино; 81376
Анна; 47346
Антропово; 49430
Анучино; 42362
Апастово; 84376
Апатиты; 81555
Апрелевка; 49634
Апшеронск; 86152
Арбаж; 83330
Аргаяш; 35131
Ардатов; 83431
Ардатов; 83179
Ардон; 86732
Арзамас; 83147
Арзгир; 86560
Аркадак; 84542
Армавир; 86137
Армизонское; 34547
Аромашево; 34545
Арсеньев; 42361
Арсеньево; 48733
Арск; 84366
Артемовский; 34363
Арти; 34391
Архангельск; 8182
Архангельск; 818
Архангельское; 34774
Архангельское; 48744
Архара; 41648
Архонская; 86739
Асбест; 34365
Асекеево; 35351
Асино; 38241
Аскарово; 34772
Аскиз; 39045
Аскино; 34771
Астрахань; 8512
Аткарск; 84552
Атюрьево; 83454
Атяшево; 83434
Ахтубинск; 85141
Ачинск; 39151
Ачит; 34391
Ачхой-Мартан; 87142
Аша; 35159
Аше; 8622
Ашукино; 49653
Б.Дворы; 49643
Бабаево; 81743
Бабаюрт; 87247
Бабынино; 48448
Бавлы; 85569
Багаевский; 86357
Баган; 38353
Багратионовск; 40156
Баево; 38585
Базарные Матаки; 84346
Базарный Карабулак; 84591
Базарный Сызган; 84240
Бай-Хаак; 39437
Байкалово; 34362
Байкальск; 39542
Байкитский; 39178
Баймак; 34751
Бакалы; 34742
Баксан; 86634
Балабаново; 48438
Балаково; 8453
Балахна; 83144
Балахта; 39148
Балашов; 84545
Балезино; 34166
Балей; 30232
Балтай; 84592
Балтаси; 84368
Балтийск; 40145
Барабинск; 38361
Барановское; 49644
Баргузин; 30131
Барда; 34292
Барнаул; 3852
Барыбино; 49679
Барыш; 84253
Барятино; 48454
Батагай-Алыта; 41160
Батайск; 86354
Батецкий; 81661
Батырево; 83532
Башмаково; 84143
Беднодемьяновск; 84151
Бежаницы; 81141
Бежецк; 48231
Безенчук; 84676
Беззубово; 4964
Бекасово-2; 49634
Беково; 84141
Белавино; 4964
Белая; 47149
Белая Глина; 86154
Белая Калитва; 86383
Белая Холуница; 83364
Белгород; 4722
Белебей; 34786
Белев; 48742
Белинский; 84153
Белово; 38452
Белогорск; 41641
Белозерск; 81756
Белозерск; 49644
Белозерское; 35232
Белокуриха; 38577
Беломорск; 81437
Белоомут; 49663
Белорецк; 34792
Белореченск; 86155
Белоярский; 34377
Белые Столбы; 49679
Белый; 48250
Белый Яр; 38258
Белый Яр; 39041
Беляевка; 35334
Бердигестях; 41131
Бердск; 38341
Бердюжье; 34554
Бережки; 49640
Березник; 81831
Березники; 3424
Березняки; 49654
Березовка; 39175
Березовка; 34251
Березово; 34674
Березовский; 38445
Березовский; 34369
Беринговский; 42733
Беслан; 86737
Бесово; 49669
Бессоновка; 84140
Бетлица; 48457
Бея; 39044
Бижбуляк; 34743
Бийск; 3854
Бикин; 42155
Билибино; 42738
Биробиджан; 42622
Бирск; 34784
Бичура; 30133
Благовещенка; 38564
Благовещенск; 4162
Благовещенск; 34766
Благодар-ный; 86549
Бобров; 47350
Богатое; 84666
Богатые Сабы; 84362
Богданович; 34376
Боговарово; 49451
Богородицк; 48761
Богородск; 83170
Богородское; 84495
Богородское; 83333
Богородское; 42151
Боготол; 39157
Боград; 39034
Богучанский; 39162
Богучаны; 39162
Богучар; 47366
Боковская; 86382
Бокситогорск; 81366
Болгар; 84347
Бологое; 48238
Болотное; 38349
Болхов; 48640
Большая Атня; 84369
Большая Глушица; 84673
Большая Ижора; 81376
Большая Мартыновка; 86395
Большая Мурта; 39198
Большая Сосновая; 34257
Большая Черениговка; 84672
Большевик; 4967
Большеречье; 38169
Большеустьикинское; 34770
Большие Березники; 83436
Большие Кайбицы; 84370
Большие Уки; 38162
Большое Болдино; 83138
Большое Игнатово; 83442
Большое Мурашкино; 83167
Большое Нагаткино; 84245
Большое Село; 48542
Большое Солдатское; 47136
Большое Сорокино; 34550
Большой Камень; 42335
Большой Улуй; 39159
Большой Царын; 84747
Бондари; 47534
Бор; 83159
Борзя; 30233
Борисовка; 47246
Борисоглебск; 47354
Борисоглебский; 48539
Боровичи; 81664
Боровково; 49651
Боровск; 48438
Борогонцы; 41161
Бородино; 39168
Борское; 84667
Братск; 3953
Бреды; 35141
Брейтово; 48545
Бронницы; 49646
Брюховецкая; 86156
Брянск; 4832
Бугульма; 85594
Бугуруслан; 35352
Буденновск; 86559
Буздяк; 34773
Бузулук; 35342
Буинск; 84374
Буй; 49435
Буйнакск;(872 37)
Буньково; 49651
Бураево; 34756
Бурла; 38572
Бутурлино; 83172
Бутурлиновка; 47361
Быково; 84495
Быково; 49646
Быково; 4967
Быстрый Исток; 38571
Вавож; 34155
Вад; 83140
Вадинск; 84142
Валдай; 81666
Валуйки; 47236
Ванино; 42137
Варгаши; 35233
Вардане; 8622
Варна; 35142
Варнавино; 83158
Васильевское; 4967
Вача; 83173
Введенское; 49632
Вейделевка; 47237
Велиж; 48132
Великие Луки; 81153
Великий Новгород; 81622
Великий Новгород; 8162
Великий Устюг; 81738
Вельск; 81836
Вельяминово; 49679
Венгерово; 38369
Венев; 48745
Верещагино; 34254
Верея; 49634
Верх-Усугли; 30264
Верхневилюйск; 41133
Верхнеуральск; 35143
Верхнеяркеево; 34762
Верхние Киги; 34748
Верхние Татышлы; 34778
Верхний Ландех; 49349
Верхний Мамон; 47355
Верхний Услон; 84379
Верхний Уфалей; 35164
Верхняя Пышма; 34368
Верхняя Салда; 34345
Верхняя Тойма; 81854
Верхняя Хава; 47343
Верхняя-Чебула; 38444
Верховажье; 81759
Верховье; 48676
Верхотурье; 34389
Верхошижемье; 83335
Веселый; 86358
Весьегонск; 48264
Ветлуга; 83150
Вешенская; 86353
Вешкайма; 84243
Визинга; 82131
Викулово; 34557
Вилюйск; 41132
Виноградово; 49644
Вичуга; 49354
Владивосток; 4232
Владикавказ; 8672
Владимир; 4922
Владимиро Александров; 42365
Вожега; 81744
Воздвиженское; 49624
Вознесенское; 83178
Волгоград; 8442
Волгодонск; 8639
Волгореченск; 49453
Волжск; 83631
Волжский; 8443
Волово; 47473
Волово; 48768
Вологда; 8172
Володарск; 83136
Володарский; 85142
Волоколамск; 49636
Волоколамский Совхоз; 49636
Волоконовка; 47235
Волосово; 81373
Волот; 81662
Волхов; 81363
Волчиха; 38565
Вольно Надеждинское; 42334
Вольск; 84593
Воркута; 82151
Воробьевка; 47356
Воронеж; 4732
Вороново; 4967
Воротынец; 83164
Воскресенск; 49644
Воскресенское; 83163
Воскресенское; 84568
Востряково; 49679
Воткинск; 34145
Вохма; 49450
Всеволожск; 81370
Вуктыл; 82146
Вурнары; 83537
Выборг; 81378
Выгоничи; 48341
Выкса; 83177
Выльгорт; 82130
Выселки; 86157
Высокая Гора; 84365
Высоковск; 49624
Вытегра; 81746
Вышний Волочек; 48233
Вяземский; 42153
Вязники; 49233
Вязьма; 48131
Вятские Поляны; 83334
Гаврилов Посад; 49355
Гаврилов Ям; 48534
Гавриловка-2Я; 47551
Гагарин; 48135
Гагино; 83195
Гай; 35362
Гайны; 34245
Галич; 49437
Гальбштадт; 38539
Гатчина; 81371
Гвардейск; 40159
Гдов; 81131
Геленджик; 86141
Георгиевск; 87951
Георгиевское; 49447
Гиагинская; 87779
Гидроузел; 49631
Глазов; 34141
Глазуновка; 48675
Глинка; 48165
Глушково; 47132
Глядянское; 35239
Голицыно; 49633
Головинка; 8622
Голышманово; 34546
Гора; 4964
Горбунки; 81376
Гордеевка; 48340
Горно-Алтайск; 38822
Горнозаводск; 34269
Горный; 84577
Горный; 30257
Горняк; 38586
Городец; 83161
Городище; 84468
Городище; 84158
Городищи; 4966
Городовиковск; 84731
Гороховец; 49238
Горшечное; 47133
Горьковское; 38157
Горячий Ключ; 86159
Гостилицы; 81376
Грайворон; 47261
Гранит; 49620
Грахово; 34163
Грачевка; 35344
Грачевка; 86540
Гремячинск; 34250
Грибановский; 47348
Григорково; 49654
Григорьевское; 49663
Гридино; 49640
Грозный; 8712
Грязи; 47461
Грязовец; 81755
Губаха; 34248
Губино; 4964
Губкин; 47241
Губкинский; 34936
Гуково; 86361
Гулькевичи; 86160
Гурьевск; 40151
Гурьевск; 38463
Гусев; 40143
Гусиноозерск; 30145
Гусь-Хрустальный; 49241
Давлеканово; 34768
Давыдово; 4964
Дагестанские Огни;(872 75)
Дагомыс; 8622
Далматово; 35252
Дальнегорск; 42373
Дальнее Константиново; 83168
Дальнереченск; 42356
Данилов; 48538
Даниловка; 84461
Данков; 47465
Даровской; 83336
Дебесы; 34151
Деденево; 49622
Дедовичи; 81136
Дедовск; 49631
Демидов; 48147
Демихово; 4964
Демянск; 81651
Дербент; 87240
Дергачи; 84563
Десногорск; 48153
Дзержинск; 8313
Дзержинское; 39167
Дивеево; 83143
Дивногорск; 39144
Дивное; 86555
Дигора; 86733
Диксонский; 39152
Димитровград; 84235
Динская; 86162
Дмитриев Льговский; 47150
Дмитриевка; 47536
Дмитров; 49622
Дмитровск-Орловский; 48649
Дно; 81135
Добринка; 47462
Доброе; 47463
Добрянка; 34265
Довольное; 38354
Долгодеревенское; 35144
Долгое; 48672
Долгоруково; 47468
Долинск; 42442
Домбаровский; 35367
Домодедово; 49679
Донецк; 86368
Донское; 86546
Донской; 48746
Дорогобуж; 48144
Дорохово; 49627
Дрезна; 4964
Дубенки; 83447
Дубна; 49621
Дубна; 48732
Дубовая Роща; 49646
Дубовка; 84458
Дубовское; 86377
Дубровка; 48332
Дудинка; 39191
Дульдурга; 30256
Думиничи; 48447
Духовницкое; 84573
Духовщина; 48166
Дюртюли; 34787
Дятьково; 48333
Евсеево; 49643
Егорлыкская; 86370
Егорьевск; 49640
Ейск; 86132
Екатеринбург; 343
Екатериновка; 84554
Екатеринославка; 41652
Елабуга; 85557
Елань; 84452
Елец; 47467
Елизово; 41531
Елово; 34296
Ельники; 83444
Ельня; 48146
Ельцовка; 38593
Еманжелинск; 35138
Емва; 82139
Емельяново; 39133
Енисейск; 39195
Енисейский; 39195
Енотаевка; 85143
Ермаковское; 39138
Ермекеево; 34741
Ермишь; 49144
Ермолаево; 34757
Ершичи; 48155
Ершов; 84564
Ершово; 49632
Ессентуки; 87934
Ессентукская; 87961
Еткуль; 35145
Ефимово; 49643
Ефремов; 48741
Железноводск; 87932
Железногорск; 47148
Железногорск-Илимский; 39566
Жердевка; 47535
Жигулевск; 84862
Жиздра; 48445
Жилево; 49664
Жирновск; 844542
Жирновск; 84454
Жирятино; 48344
Житнево; 49679
Жуков; 48432
Жуковка; 48334
Жуковский; 49648
Забайкальск; 30251
Заветное; 86378
Завитинск; 41636
Заводоуковск; 34542
Заволжск; 49333
Заволжье; 83161
Заворово; 49646
Завьялово; 38562
Загарье; 49643
Загорянский; 496
Задонск; 47471
Заиграево; 30136
Заинск; 85558
Закаменск; 30137
Залари; 39552
Залегощь; 48648
Залесово; 38592
Залукокоаже; 86637
Заозерный; 39165
Заозерск; 81556
Заокский; 48734
Западная Двина; 48265
Заполярный; 81554
Запрудня; 49620
Запутное; 4964
Зарайск; 49666
Заречный; 8412
Заринск; 38595
Захарово; 49153
Звездный; 342
Звенигово; 83645
Звенигород; 49632
Зверево; 86355
Звериноголовское; 35240
Здвинск; 38363
Зеленогорск; 39169
Зеленоградск; 40150
Зеленоградский; 49653
Зеленодольск; 84371
Зеленокумск; 86552
Зеленчукская; 87878
Земетчино; 84155
Зендиково; 49669
Зерноград; 86359
Зея; 41658
Зилаир; 34752
Зима; 39554
Зимовники; 86376
Златоуст; 3513
Злынка; 48358
Змеиногорск; 38587
Змиевка; 48645
Знаменка; 47552
Знаменск; 85140
Знаменское; 48662
Золотухино; 47151
Зональное; 38530
Зубова Поляна; 83458
Зубцов; 48262
Зуевка; 83337
Зырянка; 41155
Зырянское; 38243
Ибреси; 83538
Ивановка; 41649
Ивановская область; 4932
Ивановская область; 493
Ивантеевка; 49653
Ивантеевка; 84579
Ивдель; 34386
Ивня; 47243
Иволгинск; 30140
Игарка; 39172
Иглино; 34795
Игра; 34134
Игумново; 49646
Идринское; 39135
Ижевск; 3412
Ижма; 82140
Ижморский; 38459
Избербаш;(872 45)
Измалково; 47478
Износки; 48449
Изобильный; 86545
Ики Бурул; 84732
Икряное; 85144
Икша; 49622
Иланский; 39173
Илек; 35337
Иловля; 84467
Ильинка; 4964
Ильинский; 34276
Ильинско-Подомское; 81843
Ильинское; 49679
Ильинское-Хованское; 49353
Инжавино; 47553
Инза; 84241
Инсар; 83449
Инта; 82145
Ипатово; 86542
Ирбейское; 39174
Ирбит; 34355
Иркутск; 3952
Исаклы; 84654
Исетское; 34537
Исилькуль; 38173
Искитим; 38343
Исса; 84144
Истра; 49631
Исянгулово; 34785
Ишеевка; 84254
Ишим; 34551
Ишимбай; 34794
Йошкар-Ола; 8362
К.Дубрава; 4964
Кабаново; 4964
Кабанск; 30138
Кавалерово; 42375
Кавказская; 86193
Кавказский; 87874
Кагальницкая; 86345
Кадом; 49139
Кадошкино; 83448
Кадуй; 81742
Кадый; 49442
Казанское; 34553
Казань; 843
Казачинский; 39196
Казачинское; 39562
Калач; 47363
Калач На Дону; 84472
Калачинск; 38155
Калга; 30249
Калевала; 81454
Калининград; 4012
Калининск; 84549
Калининская; 86163
Калманка; 38551
Калтасы; 34779
Калуга; 4842
Калязин; 48249
Камбарка; 34153
Каменка; 47357
Каменоломни; 86360
Каменск Уральский; 3439
Каменск-Шахтинский; 86365
Каменское; 41546
Камень Рыболов; 42349
Камень-на-Оби; 38584
Камешково; 49248
Камское Устье; 84377
Камызяк; 85145
Камышин; 84457
Камышлов; 34375
Канаш; 83533
Кандалакша; 81533
Каневская; 86164
Канск; 39161
Кантемировка; 47367
Карабаш; 35153
Карабудахкент; 87232
Карагай; 34297
Караидель; 34744
Каракулино; 34132
Карасук; 38355
Каратузское; 39137
Карачаевск; 87879
Карачев; 48335
Каргаполье; 35256
Каргасок; 38253
Каргат; 38365
Каргополь; 81841
Кардымово; 48167
Каренское; 49632
Кармаскалы; 34765
Карпинск; 34383
Карпогоры; 81856
Карсун; 84246
Карталы; 35133
Карымское; 30234
Касимов; 49131
Касли; 35149
Каспийск;(872 46)
Касторное; 47157
Катав-Ивановск; 35147
Катайск; 35251
Качканар; 34341
Кашары; 86388
Кашин; 48234
Кашира; 49669
Каширское; 47342
Кашхатау; 86636
Кваркено; 35364
Кедровый; 39133
Кедровый; 38250
Кежемский; 39143
Кез; 34158
Кемерово; 3842
Кемля; 83433
Кесова Гора; 48274
Кетово; 35231
Кетченеры; 84735
Кижинга; 30141
Кизел; 34255
Кизильское; 35155
Кизилюрт;(872 34)
Кизляр; 87239
Кизнер; 34154
Кикнур; 83341
Килемары; 83643
Кильмезь; 83338
Кимовск; 48735
Кимры; 48236
Кингисепп; 81375
Кинель; 84663
Кинель Черкассы; 84660
Кинешма; 49331
Кипень; 81376
Киргиз-Мияки; 34788
Киреевск; 48754
Киренск; 39568
Киржач; 49237
Кириллов; 81757
Кириши; 81368
Киров; 48456
Киров; 8332
Кирово-Чепецк; 83361
Кировоград; 34357
Кировск; 81362
Кировск; 81531
Кировский; 42354
Кирс; 83339
Кирсанов; 47537
Киселевск; 38464
Кисловодск; 87937
Кичменгский Городок; 81740
Киясово; 34133
Клеменово; 49640
Клетня; 48338
Клетский; 84466
Климово; 48347
Климовск; 4967
Клин; 49624
Клинцы; 48336
Ключи; 38578
Клявлино; 84653
Клязьма; 49653
Княгинино; 83166
Ковдор; 81535
Ковернино; 83157
Ковров; 49232
Ковылкино; 83453
Когалым; 34667
Кодинск; 39143
Кожевниково; 38244
Козельск; 48442
Козловка; 83534
Козулька; 39154
Козьмодемьянск; 83632
Койгородок; 82132
Кокино; 49669
Кокошкино; 49634
Кола; 81553
Кологрив; 49443
Коломна; 4966
Колосовка; 38160
Колпашево; 38254
Колпны; 48674
Колывань; 38352
Колычево; 49640
Колычево; 4966
Колышлей; 84146
Кольчугино; 49245
Комаричи; 48355
Комсомольск; 49352
Комсомольск-На-Амуре; 4217
Комсомольский; 84743
Комсомольское; 83539
Конаково; 48242
Кондинское; 34677
Кондоль; 84147
Кондопога; 81451
Кондрово; 48434
Коноша; 81858
Константиновка; 41639
Константиново; 49654
Константиново; 49679
Константиновск; 86393
Конышевка; 47156
Копейск; 35139
Копьево; 39036
Кораблино; 49143
Коренево; 47147
Кореновск; 86142
Коркино; 35152
Кормиловка; 38170
Короча; 47231
Корсаков; 42435
Корсаково; 48667
Корткерос; 82136
Коряжма; 81850
Коса; 34298
Косиха; 38531
Костомукша; 81459
Кострово; 49631
Кострома; 4942
Котельниково; 84476
Котельнич; 83342
Котлас; 81837
Котово; 84455
Котовск; 47541
Коченево; 38351
Кочки; 38356
Кочкурово; 83439
Кочубеевское; 86550
Кош-Агач; 38842
Кошехабль; 87770
Кошки; 84650
Кр.Электрик; 49651
Крапивинский; 38446
Красная Гора; 48346
Красная Горбатка; 49236
Красная Горка; 34776
Красная Заря; 48663
Красная Пахра; 4967
Красная Пойма; 49663
Красная Яруга; 47263
Красноармейск; 49653
Красноармейск; 84550
Красноармейское; 84675
Красноармейское; 83530
Красноборск; 81840
Красновишерск; 34243
Красногвардейское; 87778
Красногвардейское; 47247
Красногвардейское; 86541
Красногородск; 81137
Красногорское; 38535
Красногорское; 34164
Краснодар; 861
Красное; 47262
Красное; 47469
Красное-На-Волге; 49432
Краснозаводск; 49654
Краснозерское; 38357
Краснознаменск; 40164
Краснокаменск; 30245
Краснокамск; 34273
Красноселькуп; 34932
Краснослободск; 83443
Краснотуранск; 39134
Краснотурьинск; 34384
Красноуральск; 34343
Красноусольский; 34740
Красноуфимск; 34394
Краснощеково; 38575
Красноярск; 391
Красные Баки; 83156
Красные Четаи; 83551
Красный; 48145
Красный Кут; 84560
Красный Сулин; 86367
Красный Ткач; 49640
Красный Холм; 48237
Красный Чикой; 30230
Красный Яр; 85146
Красный Яр; 84657
Кратово; 49646
Крекшино; 49634
Крестцы; 81659
Кривошеино; 38251
Кромы; 48643
Кропоткин; 86138
Крупино; 49643
Крутинка; 38167
Крутиха; 38589
Крыловская; 86161
Крымск; 86131
Кстово; 83145
Кувандык; 35361
Кувшиново; 48257
Кугеси; 83540
Кудепста; 8622
Кудымкар; 34260
Куеда; 34262
Куженер; 83637
Кузнецк; 84157
Кузнецово; 49634
Кузнецово; 49646
Кузнецы; 49643
Кузоватово; 84237
Куйбышев; 38362
Кукмор; 84364
Кулебаки; 83176
Кулунда; 38566
Кумены; 83343
Кумертау; 34761
Кумылженская; 84462
Кунашак; 35148
Кунгур; 34271
Кунья; 81149
Купавна; 49651
Купино; 38358
Курагино; 39136
Курган; 3522
Курганинск; 86147
Курильск; 42454
Куркино; 48743
Курманаевка; 35341
Куровское; 4964
Курсавка; 86556
Курск; 47122
Курск; 4712
Курская; 87964
Куртамыш; 35249
Курумкан; 30149
Курчалой; 87155
Курчатов; 47131
Курья; 38576
Куса; 35154
Кушва; 34344
Кушнаренково; 34780
Кущевская; 86168
Кшенский; 47158
Кызыл; 39422
Кыра; 30235
Кытманово; 38590
Кыштовка; 38371
Кыштым; 35151
Кяхта; 30142
Лабинск; 86169
Лабытнанги; 34992
Лагань; 84733
Лазаревское; 8622
Лазо; 42377
Лаишево; 84378
Лангепас; 34669
Лахденпохья; 81450
Лебедянь; 47466
Лебяжье; 83344
Лебяжье; 35237
Лебяжье; 81376
Лев Толстой; 47464
Леваши; 87252
Левокумское; 86543
Ледово; 49669
Лежнево; 49357
Ленинградская; 86145
Лениногорск; 85595
Ленинск; 84478
Ленинск Кузнецкий; 38456
Ленинский; 4876
Ленинское; 42663
Ленинское; 83345
Ленск; 41137
Лермонтов; 87935
Лесное; 48271
Лесной; 4966
Лесозаводск; 42355
Лесосибирск; 39145
Летняя Ставка; 86565
Лиаз; 4964
Ливны; 48677
Ликино-Дулево; 4964
Лиман; 85147
Липецк; 4742
Липин Бор; 81758
Липицы; 4967
Лиски; 47391
Лихославль; 48261
Ловозеро; 81538
Лодейное Поле; 81364
Локня; 81139
Локоть; 48354
Ломоносов; 812
Ломоносовский; 81376
Лоо; 8622
Лопатино; 84148
Лосино-Петровск; 496
Лотошино; 49628
Лоухи; 81439
Луга; 81372
Луза; 83346
Лукоянов; 83196
Лукьяново; 4967
Лунино; 84161
Лух; 49344
Луховицы; 49663
Луцино; 49632
Лучегорск; 42357
Лысково; 83149
Лысые Горы; 84551
Лысьва; 34249
Львовский; 4967
Льгов; 47140
Любим; 48543
Любинский; 38175
Любытино; 81668
Людиново; 48444
Лямбирь; 83441
Лянтор; 34638
Магадан; 4132
Магарамкент;(872 35)
Магдагачи; 41653
Магнитогорск; 3519
Маджалис;(872 38)
Майдарово; 4962
Майкоп; 8772
Майма; 38844
Майна; 84244
Майский; 86633
Майя; 41143
Макаров; 42443
Макарьев; 49445
Максатиха; 48253
Макушино; 35236
Малая Вишера; 81660
Малая Дубна; 4964
Малая Пурга; 34138
Малая Сердоба; 84162
Малино; 49664
Малмыж; 83347
Малоархангельск; 48679
Малояз; 34777
Малоярославец; 48431
Мамадыш; 85563
